0.120000 |                                     qpvsrvpj ubou ef ibjof ? |                                                       piou ? (-> https://www.dofuspourlesnoobs.com/piou.html)
0.217391 |                                                  altéré go ! |                                          l'enfer des altérés (-> https://www.dofuspourlesnoobs.com/l-enfer-des-alteres.html)
0.217391 |                                                trop sinistre |                                            troisième postage (-> https://www.dofuspourlesnoobs.com/troisiegraveme-postage.html)
0.227273 |                                                  allez hue ! |                                           fabrique mallefisk (-> https://www.dofuspourlesnoobs.com/fabrique-mallefisk.html)
0.264706 |                                        contrôles anti-baston |                                     les animaux fantastiques (-> https://www.dofuspourlesnoobs.com/les-animaux-fantastiques.html)
0.269231 |                                          assassinat effectué |                                             farine assassine (-> https://www.dofuspourlesnoobs.com/farine-assassine.html)
0.285714 |                                                  le faux-cul |                                  alignement 95 : le faux cul (-> https://www.dofuspourlesnoobs.com/le-faux-cul.html)
0.289474 |                              maîtrise en flanquage de rouste |                                         la geste de ratagnan (-> https://www.dofuspourlesnoobs.com/la-geste-de-ratagnan.html)
0.291667 |                                     le déguisement du koalak |                     alignement 45 : dans la gueule du chacha (-> https://www.dofuspourlesnoobs.com/dans-la-gueule-du-chacha.html)
0.300000 |                                     un bon gros par dix-neuf |                                            division par deux (-> https://www.dofuspourlesnoobs.com/division-par-deux.html)
0.312500 |                                          vols à la charrette |                                    charli et la chocolaterie (-> https://www.dofuspourlesnoobs.com/charli-et-la-chocolaterie.html)
0.318182 |                                             les indésirables |                                              les dragodindes (-> https://www.dofuspourlesnoobs.com/les-dragodindes.html)
0.320000 |                                              retour en avant |                                         voleur en tout genre (-> https://www.dofuspourlesnoobs.com/voleur-en-tout-genre.html)
0.333333 |                                        bon comme du bon pain |                                        copains comme cochons (-> https://www.dofuspourlesnoobs.com/copains-comme-cochons.html)
0.333333 |                                doctorat en bottage de fesses |                                            léchage de bottes (-> https://www.dofuspourlesnoobs.com/leacutechage-de-bottes.html)
0.387097 |                                             allez, ce fer... |                                alignement 72 : allez, ce fer (-> https://www.dofuspourlesnoobs.com/allez-ce-fer.html)
0.415094 |                           apprentissage en tirage d'oreilles |                  ordre 2 : apprentissage : espion silencieux (-> https://www.dofuspourlesnoobs.com/apprentissage-espion-silencieux.html)
0.428571 |                                             le grand manitou |                                             le petit manitou (-> https://www.dofuspourlesnoobs.com/le-petit-manitou.html)
0.461538 |                                 chasse au trésor des pirates |                              indices des chasses aux trésors (-> https://www.dofuspourlesnoobs.com/indices-chasses-aux-treacutesors.html)
0.465116 |                             licence en distribution de pains |                            distribution de pains zizanesques (-> https://www.dofuspourlesnoobs.com/distribution-de-pains-zizanesques.html)
0.513514 |                              on recherche le comte harebourg |                                  ruée sur le comte harebourg (-> https://www.dofuspourlesnoobs.com/ruee-sur-le-comte-harebourg.html)
0.516129 |                                  on recherche le sans visage |                                       on recherche les guman (-> https://www.dofuspourlesnoobs.com/on-recherche-les-guman.html)
0.525000 |                                    du repos mais pas trop... |                       alignement 11 : du repos mais pas trop (-> https://www.dofuspourlesnoobs.com/du-repos-mais-pas-trop.html)
0.555556 |                                      on recherche ka'youloud |                                        on recherche katigrou (-> https://www.dofuspourlesnoobs.com/on-recherche-katigrou.html)
0.565217 |                                quand y'en a marre de brâkmar |                alignement 49 : quand y’en a marre de brâkmar (-> https://www.dofuspourlesnoobs.com/quand-y-en-a-marre-de-brakmar.html)
0.577778 |                               des combats pas très légaux... |                  alignement 31 : des combats pas très légaux (-> https://www.dofuspourlesnoobs.com/des-combats-pas-tregraves-leacutegaux.html)
0.607143 |                                le safari des âmes vénérables |                                           le safari des âmes (-> https://www.dofuspourlesnoobs.com/le-safari-des-acircmes.html)
0.629630 |                                 le safari des âmes andalires |                                           le safari des âmes (-> https://www.dofuspourlesnoobs.com/le-safari-des-acircmes.html)
0.629630 |                                 le safari des âmes juvéniles |                                           le safari des âmes (-> https://www.dofuspourlesnoobs.com/le-safari-des-acircmes.html)
0.629630 |                                 le safari des âmes moniaques |                                           le safari des âmes (-> https://www.dofuspourlesnoobs.com/le-safari-des-acircmes.html)
0.631579 |                                            cinquième postage |                                             huitième postage (-> https://www.dofuspourlesnoobs.com/huitieme-postage.html)
0.631579 |                                            treizième postage |                                             douzième postage (-> https://www.dofuspourlesnoobs.com/douzieme-postage.html)
0.653846 |                                  le safari des âmes hygdales |                                           le safari des âmes (-> https://www.dofuspourlesnoobs.com/le-safari-des-acircmes.html)
0.653846 |                                  le safari des âmes nésiques |                                           le safari des âmes (-> https://www.dofuspourlesnoobs.com/le-safari-des-acircmes.html)
0.666667 |                                        l'étoile de l'atelier |                                        l’étoile de l’atelier (-> https://www.dofuspourlesnoobs.com/lrsquoeacutetoile-de-lrsquoatelier.html)
0.680000 |                                   le safari des âmes matures |                                           le safari des âmes (-> https://www.dofuspourlesnoobs.com/le-safari-des-acircmes.html)
0.680000 |                                   le safari des âmes novices |                                           le safari des âmes (-> https://www.dofuspourlesnoobs.com/le-safari-des-acircmes.html)
0.700000 |                                          quatorzième postage |                                            quatrième postage (-> https://www.dofuspourlesnoobs.com/quatriegraveme-postage.html)
0.705882 |                                              onzième postage |                                             douzième postage (-> https://www.dofuspourlesnoobs.com/douzieme-postage.html)
0.738095 |                             apprentissage : héros légendaire |                  ordre 5 : apprentissage :  héros légendaire (-> https://www.dofuspourlesnoobs.com/apprentissage-heros-legendaire.html)
0.760870 |                         apprentissage : maître des illusions |              ordre 5 : apprentissage :  maître des illusions (-> https://www.dofuspourlesnoobs.com/apprentissage-maitre-des-illusions.html)
0.777778 |                                            l'étoile du sapik |                                            l’étoile du sapik (-> https://www.dofuspourlesnoobs.com/lrsquoeacutetoile-du-sapik.html)
0.800000 |                                          fraîcheur de l'ivre |                                          fraîcheur de l’ivre (-> https://www.dofuspourlesnoobs.com/fraicirccheur-de-lrsquoivre.html)
0.809524 |                                         l'empire de la jetée |                                         l’empire de la jetée (-> https://www.dofuspourlesnoobs.com/lempire-de-la-jeteacutee.html)
0.809524 |                                         l'étoile des donjons |                                         l’étoile des donjons (-> https://www.dofuspourlesnoobs.com/lrsquoeacutetoile-des-donjons.html)
0.818182 |                                        vilain petit n'enfant |                                        vilain petit n’enfant (-> https://www.dofuspourlesnoobs.com/vilain-petit-nrsquoenfant.html)
0.826087 |                                       l'oeuf ou la cawotte ? |                                       l’oeuf ou la cawotte ? (-> https://www.dofuspourlesnoobs.com/lrsquooeliguf-ou-la-cawotte.html)
0.826087 |                                       l'étoile des grincheux |                                       l’étoile des grincheux (-> https://www.dofuspourlesnoobs.com/lrsquoeacutetoile-des-grincheux.html)
0.826087 |                                       l'étoile des was mages |                                       l’étoile des was mages (-> https://www.dofuspourlesnoobs.com/lrsquoeacutetoile-des-was-mages.html)
0.833333 |                                            en semant se ment |                                           en semant, se ment (-> https://www.dofuspourlesnoobs.com/en-semant-se-ment.html)
0.846154 |                                    l'allégorie de la taverne |                                    l’allégorie de la taverne (-> https://www.dofuspourlesnoobs.com/l-allegorie-de-la-taverne.html)
0.862069 |                                  formation des dixième année |                                formation des dixièmes années (-> https://www.dofuspourlesnoobs.com/formation-des-dixiegravemes-anneacutees.html)
0.862069 |                                  formation des sixième année |                                formation des sixièmes années (-> https://www.dofuspourlesnoobs.com/formation-des-sixiegravemes-anneacutees.html)
0.866667 |                                             caisse qui dit ? |                                               caisse qui dit (-> https://www.dofuspourlesnoobs.com/caisse-qui-dit.html)
0.866667 |                                 formation des deuxième année |                               formation des deuxièmes années (-> https://www.dofuspourlesnoobs.com/formation-des-deuxiegravemes-anneacutees.html)
0.866667 |                                 formation des huitième année |                               formation des huitièmes années (-> https://www.dofuspourlesnoobs.com/formation-des-huitiegravemes-anneacutees.html)
0.866667 |                                 formation des neuvième année |                               formation des neuvièmes années (-> https://www.dofuspourlesnoobs.com/formation-des-neuviegravemes-anneacutees.html)
0.866667 |                                 formation des première année |                               formation des premières années (-> https://www.dofuspourlesnoobs.com/formation-des-premiegraveres-anneacutees.html)
0.866667 |                                 formation des septième année |                               formation des septièmes années (-> https://www.dofuspourlesnoobs.com/formation-des-septiegravemes-anneacutees.html)
0.866667 |                                l'étoile des glutins farceurs |                                l’étoile des glutins farceurs (-> https://www.dofuspourlesnoobs.com/lrsquoeacutetoile-des-glutins-farceurs.html)
0.870968 |                                formation des cinquième année |                              formation des cinquièmes années (-> https://www.dofuspourlesnoobs.com/formation-des-cinquiegravemes-anneacutees.html)
0.870968 |                                formation des quatrième année |                              formation des quatrièmes années (-> https://www.dofuspourlesnoobs.com/formation-des-quatriegravemes-anneacutees.html)
0.870968 |                                formation des troisième année |                              formation des troisièmes années (-> https://www.dofuspourlesnoobs.com/formation-des-troisiegravemes-anneacutees.html)
contains |                                                       enigma |                                       Alignement 96 : Enigma (-> https://www.dofuspourlesnoobs.com/enigma.html)
contains |                                                      trâknar |                                      Alignement 58 : Trâknar (-> https://www.dofuspourlesnoobs.com/traknar.html)
contains |                                                     triple x |                                     Alignement 41 : Triple X (-> https://www.dofuspourlesnoobs.com/triple-x.html)
contains |                                                     vin diou |                                     Alignement 41 : Vin Diou (-> https://www.dofuspourlesnoobs.com/vin-diou.html)
contains |                                                   cryptomane |                                   Alignement 96 : Cryptomane (-> https://www.dofuspourlesnoobs.com/cryptomane.html)
contains |                                                   la capture |                                   Alignement 50 : La capture (-> https://www.dofuspourlesnoobs.com/la-capture.html)
contains |                                                   pense-bête |                                   Alignement 79 : Pense-bête (-> https://www.dofuspourlesnoobs.com/pense-bete.html)
contains |                                                  au combat ! |                                  Alignement 32 : Au combat ! (-> https://www.dofuspourlesnoobs.com/au-combat.html)
contains |                                                  cambriolage |                                  Alignement 47 : Cambriolage (-> https://www.dofuspourlesnoobs.com/cambriolage.html)
contains |                                                  fée d'hiver |                                  Alignement 99 : Fée d'hiver (-> https://www.dofuspourlesnoobs.com/fee-d-hiver.html)
contains |                                                  l'ascension |                        Alignement 86 : L'ascension de Qu'Tan (-> https://www.dofuspourlesnoobs.com/l-ascension-de-qu-tan.html)
contains |                                                  l'exorciste |                                 Alignement 100 : L'exorciste (-> https://www.dofuspourlesnoobs.com/l-exorciste.html)
contains |                                                  la fatalité |                                       La fatalité (Prologue) (-> https://www.dofuspourlesnoobs.com/la-fataliteacute-prologue.html)
contains |                                                  la grafioze |                                  Alignement 59 : La Grafioze (-> https://www.dofuspourlesnoobs.com/la-grafioze.html)
contains |                                                  le forgeron |           Alignement 53 : Le forgeron aux deux mains gauches (-> https://www.dofuspourlesnoobs.com/le-forgeron-aux-deux-mains-gauches.html)
contains |                                                  on se calme |                                  Alignement 88 : On se calme (-> https://www.dofuspourlesnoobs.com/on-se-calme.html)
contains |                                                 joyeux nowel |                        Groocse vous souhaite un Joyeux Nowel (-> https://www.dofuspourlesnoobs.com/groocse-vous-souhaite-un-joyeux-nowel.html)
contains |                                                 le magnanime |                      Alignement 55 (partie 2) : Le magnanime (-> https://www.dofuspourlesnoobs.com/le-magnanime.html)
contains |                                                 le trou d'uk |                                 Alignement 81 : Le trou d'Uk (-> https://www.dofuspourlesnoobs.com/le-trou-duk.html)
contains |                                                 mulanthropie |                                 Alignement 40 : Mulanthropie (-> https://www.dofuspourlesnoobs.com/mulanthropie.html)
contains |                                                 pauvre larve |                                 Alignement 11 : Pauvre larve (-> https://www.dofuspourlesnoobs.com/pauvre-larve.html)
contains |                                                 vol du temps |                                 Alignement 77 : Vol du Temps (-> https://www.dofuspourlesnoobs.com/vol-du-temps.html)
contains |                                                bandanarthrie |                                Alignement 65 : Bandanarthrie (-> https://www.dofuspourlesnoobs.com/bandanarthrie.html)
contains |                                                bouc à misère |                                Alignement 47 : Bouc à misère (-> https://www.dofuspourlesnoobs.com/bouc-a-misere.html)
contains |                                                cliquetis fou |                                 Alignement 1 : Cliquetis fou (-> https://www.dofuspourlesnoobs.com/cliquetis-fou.html)
contains |                                                contre-espion |                                Alignement 67 : Contre-espion (-> https://www.dofuspourlesnoobs.com/contre-espion.html)
contains |                                                d'égout pillé |                                aLIGNEMENT 16 : D'égout pillé (-> https://www.dofuspourlesnoobs.com/deacutegout-pilleacute.html)
contains |                                                l'équipe ment |                                Alignement 52 : L'équipe ment (-> https://www.dofuspourlesnoobs.com/l-equipe-ment.html)
contains |                                                le port salue |                                Alignement 51 : Le port salue (-> https://www.dofuspourlesnoobs.com/le-port-salue.html)
contains |                                                lettre à ilyz |                                Alignement 99 : Lettre à Ilyz (-> https://www.dofuspourlesnoobs.com/lettre-a-ilyz.html)
contains |                                                manière douce |                                Alignement 63 : Manière douce (-> https://www.dofuspourlesnoobs.com/maniere-douce.html)
contains |                                                manière forte |                                Alignement 63 : Manière forte (-> https://www.dofuspourlesnoobs.com/maniegravere-forte.html)
contains |                                                supermilicien |                                Alignement 56 : Supermilicien (-> https://www.dofuspourlesnoobs.com/supermilicien.html)
contains |                                                taxe gratuite |                                Alignement 22 : Taxe gratuite (-> https://www.dofuspourlesnoobs.com/taxe-gratuite.html)
contains |                                                tête de gland |                                Alignement 10 : Tête de gland (-> https://www.dofuspourlesnoobs.com/tecircte-de-gland.html)
contains |                                               affrontement ! |                               Alignement 69 : Affrontement ! (-> https://www.dofuspourlesnoobs.com/affrontement.html)
contains |                                               chaud devant ! |                               Alignement 89 : Chaud devant ! (-> https://www.dofuspourlesnoobs.com/chaud-devant.html)
contains |                                               crocs en jambe |                                              Crocs en jambes (-> https://www.dofuspourlesnoobs.com/crocs-en-jambes.html)
contains |                                               d'égouts temps |                               Alignement 16 : D'égouts temps (-> https://www.dofuspourlesnoobs.com/deacutegouts-temps.html)
contains |                                               enquête à moon |                               Alignement 62 : Enquête à Moon (-> https://www.dofuspourlesnoobs.com/enquecircte-agrave-moon.html)
contains |                                               l'épée maudite |                               Alignement 71 : L'épée maudite (-> https://www.dofuspourlesnoobs.com/leacutepeacutee-maudite.html)
contains |                                               la mise à mort |                                Alignement 7 : La mise à mort (-> https://www.dofuspourlesnoobs.com/la-mise-agrave-mort.html)
contains |                                               le roi estitch |                               Alignement 80 : Le roi Estitch (-> https://www.dofuspourlesnoobs.com/le-roi-estitch.html)
contains |                                               paranoïa aigüe |                               Alignement 58 : Paranoïa aigüe (-> https://www.dofuspourlesnoobs.com/paranoiumla-aiguumle.html)
contains |                                               shushu et lulu |                                 Shushu et Lulu (Dofus Touch) (-> https://www.dofuspourlesnoobs.com/shushu-et-lulu-dofus-touch.html)
contains |                                               sueurs froides |                               Alignement 97 : Sueurs froides (-> https://www.dofuspourlesnoobs.com/sueurs-froides.html)
contains |                                               un petit oubli |                               Alignement 28 : Un petit oubli (-> https://www.dofuspourlesnoobs.com/un-petit-oubli.html)
contains |                                               à vol d'oiseau |                                Alignement 7 : À vol d'oiseau (-> https://www.dofuspourlesnoobs.com/agrave-vol-doiseau.html)
contains |                                              flagrant délire |                              Alignement 48 : Flagrant délire (-> https://www.dofuspourlesnoobs.com/flagrant-delire.html)
contains |                                              maître chanteur |                              Alignement 78 : Maître chanteur (-> https://www.dofuspourlesnoobs.com/maicirctre-chanteur.html)
contains |                                              ned le dentiste |                               Alignement 4 : Ned le dentiste (-> https://www.dofuspourlesnoobs.com/ned-le-dentiste.html)
contains |                                              plaine de chats |                              Alignement 43 : Plaine de chats (-> https://www.dofuspourlesnoobs.com/plaine-de-chats.html)
contains |                                              poignée d'amour |                              Alignement 73 : Poignée d'amour (-> https://www.dofuspourlesnoobs.com/poigneacutee-damour.html)
contains |                                              sram d'égoutant |                              Alignement 74 : Sram d'Égoutant (-> https://www.dofuspourlesnoobs.com/sram-d-egoutant.html)
contains |                                             ambition ambigüe |                             Alignement 57 : Ambition ambigüe (-> https://www.dofuspourlesnoobs.com/ambition-ambigue.html)
contains |                                             c'est stupéfiant |                             Alignement 40 : C'est stupéfiant (-> https://www.dofuspourlesnoobs.com/cest-stupeacutefiant.html)
contains |                                             corvée de patate |                             Alignement 24 : Corvée de patate (-> https://www.dofuspourlesnoobs.com/corveacutee-de-patate.html)
contains |                                             course-poursuite |                             Alignement 66 : Course-poursuite (-> https://www.dofuspourlesnoobs.com/course-poursuite.html)
contains |                                             gemme les joyaux |                             Alignement 83 : Gemme les joyaux (-> https://www.dofuspourlesnoobs.com/gemme-les-joyaux.html)
contains |                                             joyau... ze fête |                             Alignement 45 : Joyau... ze fête (-> https://www.dofuspourlesnoobs.com/joyau-ze-fecircte.html)
contains |                                             l'arakne de leng |                             Alignement 84 : L'arakne de Leng (-> https://www.dofuspourlesnoobs.com/larakne-de-leng.html)
contains |                                             la danse macabre |                            Alignement 100 : La danse macabre (-> https://www.dofuspourlesnoobs.com/la-danse-macabre.html)
contains |                                             le professionnel |                              Alignement 2 : Le professionnel (-> https://www.dofuspourlesnoobs.com/le-professionnel.html)
contains |                                             le tour du monde |                               Le tour du monde en 27 donjons (-> https://www.dofuspourlesnoobs.com/le-tour-du-monde-en-27-donjons.html)
